title,authors,published,url
DinerDash Gym: A Benchmark for Policy Learning in High-Dimensional Action Space,"['Siwei Chen', 'Xiao Ma', 'David Hsu']",2020-07-13T06:22:55Z,https://arxiv.org/abs/2007.06207v1
Batch-level Experience Replay with Review for Continual Learning,"['Zheda Mai', 'Hyunwoo Kim', 'Jihwan Jeong', 'Scott Sanner']",2020-07-11T05:20:09Z,https://arxiv.org/abs/2007.05683v1
Opening the Software Engineering Toolbox for the Assessment of Trustworthy AI,"['Mohit Kumar Ahuja', 'Mohamed-Bachir Belaid', 'Pierre Bernabé', 'Mathieu Collet', 'Arnaud Gotlieb', 'Chhagan Lal', 'Dusica Marijan', 'Sagar Sen', 'Aizaz Sharif', 'Helge Spieker']",2020-07-14T08:16:15Z,https://arxiv.org/abs/2007.07768v2
Intelligent requirements engineering from natural language and their chaining toward CAD models,"['Alain-Jérôme Fougères', 'Egon Ostrosi']",2020-07-14T17:53:01Z,https://arxiv.org/abs/2007.07825v1
Unsupervised Text Generation by Learning from Search,"['Jingjing Li', 'Zichao Li', 'Lili Mou', 'Xin Jiang', 'Michael R. Lyu', 'Irwin King']",2020-07-09T04:34:48Z,https://arxiv.org/abs/2007.08557v1
Robust Identifiability in Linear Structural Equation Models of Causal Inference,"['Karthik Abinav Sankararaman', 'Anand Louis', 'Navin Goyal']",2020-07-14T07:32:36Z,https://arxiv.org/abs/2007.06869v1
"Lifelong Learning using Eigentasks: Task Separation, Skill Acquisition, and Selective Transfer","['Aswin Raghavan', 'Jesse Hostetler', 'Indranil Sur', 'Abrar Rahman', 'Ajay Divakaran']",2020-07-14T09:06:13Z,https://arxiv.org/abs/2007.06918v1
Lifelong Policy Gradient Learning of Factored Policies for Faster Training Without Forgetting,"['Jorge A. Mendez', 'Boyu Wang', 'Eric Eaton']",2020-07-14T13:05:42Z,https://arxiv.org/abs/2007.07011v2
Goal-Aware Prediction: Learning to Model What Matters,"['Suraj Nair', 'Silvio Savarese', 'Chelsea Finn']",2020-07-14T16:42:59Z,https://arxiv.org/abs/2007.07170v2
Learning Accurate and Human-Like Driving using Semantic Maps and Attention,"['Simon Hecker', 'Dengxin Dai', 'Alexander Liniger', 'Luc Van Gool']",2020-07-10T22:25:27Z,https://arxiv.org/abs/2007.07218v1
Strengthening Deterministic Policies for POMDPs,"['Leonore Winterer', 'Ralf Wimmer', 'Nils Jansen', 'Bernd Becker']",2020-07-16T14:22:55Z,https://arxiv.org/abs/2007.08351v1
Specification mining and automated task planning for autonomous robots based on a graph-based spatial temporal logic,"['Zhiyu Liu', 'Meng Jiang', 'Hai Lin']",2020-07-16T16:40:12Z,https://arxiv.org/abs/2007.08451v1
PC-PG: Policy Cover Directed Exploration for Provable Policy Gradient Learning,"['Alekh Agarwal', 'Mikael Henaff', 'Sham Kakade', 'Wen Sun']",2020-07-16T16:57:41Z,https://arxiv.org/abs/2007.08459v2
Modular Constraint Solver Cooperation via Abstract Interpretation,"['Pierre Talbot', 'Éric Monfroy', 'Charlotte Truchet']",2020-08-04T08:52:19Z,https://arxiv.org/abs/2008.01415v2
"Getting to Know One Another: Calibrating Intent, Capabilities and Trust for Human-Robot Collaboration","['Joshua Lee', 'Jeffrey Fong', 'Bing Cai Kok', 'Harold Soh']",2020-08-03T08:04:15Z,https://arxiv.org/abs/2008.00699v1
Structural Causal Models Are (Solvable by) Credal Networks,"['Marco Zaffalon', 'Alessandro Antonucci', 'Rafael Cabañas']",2020-08-02T11:19:36Z,https://arxiv.org/abs/2008.00463v1
Dynamics Generalization via Information Bottleneck in Deep Reinforcement Learning,"['Xingyu Lu', 'Kimin Lee', 'Pieter Abbeel', 'Stas Tiomkin']",2020-08-03T02:24:20Z,https://arxiv.org/abs/2008.00614v1
Exploiting Game Theory for Analysing Justifications,"['Simon Marynissen', 'Bart Bogaerts', 'Marc Denecker']",2020-08-04T14:45:08Z,https://arxiv.org/abs/2008.01609v1
Exploring Variational Deep Q Networks,['A. H. Bell-Thomas'],2020-08-04T15:36:31Z,https://arxiv.org/abs/2008.01641v1
Cluster-Based Information Retrieval by using (K-means)- Hierarchical Parallel Genetic Algorithms Approach,"['Sarah Hussein Toman', 'Mohammed Hamzah Abed', 'Zinah Hussein Toman']",2020-08-01T02:05:58Z,https://arxiv.org/abs/2008.00150v1
Contrastive Explanations in Neural Networks,"['Mohit Prabhushankar', 'Gukyeong Kwon', 'Dogancan Temel', 'Ghassan AlRegib']",2020-08-01T05:50:01Z,https://arxiv.org/abs/2008.00178v1
Service Chain Composition with Failures in NFV Systems: A Game-Theoretic Perspective,"['Simeng Bian', 'Xi Huang', 'Ziyu Shao', 'Xin Gao', 'Yang Yang']",2020-08-01T07:58:14Z,https://arxiv.org/abs/2008.00208v1
SemEval-2020 Task 7: Assessing Humor in Edited News Headlines,"['Nabil Hossain', 'John Krumm', 'Michael Gamon', 'Henry Kautz']",2020-08-01T17:34:37Z,https://arxiv.org/abs/2008.00304v1
Looking in the Right place for Anomalies: Explainable AI through Automatic Location Learning,"['Satyananda Kashyap', 'Alexandros Karargyris', 'Joy Wu', 'Yaniv Gur', 'Arjun Sharma', 'Ken C. L. Wong', 'Mehdi Moradi', 'Tanveer Syeda-Mahmood']",2020-08-02T00:02:37Z,https://arxiv.org/abs/2008.00363v1
Blackbox Trojanising of Deep Learning Models : Using non-intrusive network structure and binary alterations,['Jonathan Pan'],2020-08-02T06:33:47Z,https://arxiv.org/abs/2008.00408v1
Toward Campus Mail Delivery Using BDI,"['Chidiebere Onyedinma', 'Patrick Gavigan', 'Babak Esfandiari']",2020-07-23T01:33:10Z,https://arxiv.org/abs/2007.16089v1
COLD: Towards the Next Generation of Pre-Ranking System,"['Zhe Wang', 'Liqin Zhao', 'Biye Jiang', 'Guorui Zhou', 'Xiaoqiang Zhu', 'Kun Gai']",2020-07-31T15:06:43Z,https://arxiv.org/abs/2007.16122v2
Improving Multi-Agent Cooperation using Theory of Mind,"['Terence X. Lim', 'Sidney Tio', 'Desmond C. Ong']",2020-07-30T19:31:31Z,https://arxiv.org/abs/2007.15703v1
On the Use of Interpretable Machine Learning for the Management of Data Quality,"['Anna Karanika', 'Panagiotis Oikonomou', 'Kostas Kolomvatsos', 'Christos Anagnostopoulos']",2020-07-29T08:49:32Z,https://arxiv.org/abs/2007.14677v1
Interpretable Contextual Team-aware Item Recommendation: Application in Multiplayer Online Battle Arena Games,"['Andrés Villa', 'Vladimir Araujo', 'Francisca Cattan', 'Denis Parra']",2020-07-30T05:17:28Z,https://arxiv.org/abs/2007.15236v1
Toward Givenness Hierarchy Theoretic Natural Language Generation,"['Poulomi Pal', 'Tom Williams']",2020-07-17T17:51:29Z,https://arxiv.org/abs/2007.16009v1
New approach to MPI program execution time prediction,"['A. Chupakhin', 'A. Kolosov', 'R. Smeliansky', 'V. Antonenko', 'G. Ishelev']",2020-07-30T09:35:08Z,https://arxiv.org/abs/2007.15338v1
Bounded Rationality in Las Vegas: Probabilistic Finite Automata PlayMulti-Armed Bandits,"['Xinming Liu', 'Joseph Y. Halpern']",2020-06-30T16:42:08Z,https://arxiv.org/abs/2006.16950v1
PsychFM: Predicting your next gamble,"['Prakash Rajan', 'Krishna P. Miyapuram']",2020-07-03T17:41:14Z,https://arxiv.org/abs/2007.01833v1
Enhancing SAT solvers with glue variable predictions,['Jesse Michael Han'],2020-07-06T07:16:49Z,https://arxiv.org/abs/2007.02559v1
A Novel Multi-Step Finite-State Automaton for Arbitrarily Deterministic Tsetlin Machine Learning,"['K. Darshana Abeyrathna', 'Ole-Christoffer Granmo', 'Rishad Shafik', 'Alex Yakovlev', 'Adrian Wheeldon', 'Jie Lei', 'Morten Goodwin']",2020-07-04T14:56:05Z,https://arxiv.org/abs/2007.02114v1
Traffic Agent Trajectory Prediction Using Social Convolution and Attention Mechanism,"['Tao Yang', 'Zhixiong Nan', 'He Zhang', 'Shitao Chen', 'Nanning Zheng']",2020-07-06T03:48:08Z,https://arxiv.org/abs/2007.02515v1
"Post-Workshop Report on Science meets Engineering in Deep Learning, NeurIPS 2019, Vancouver","['Levent Sagun', 'Caglar Gulcehre', 'Adriana Romero', 'Negar Rostamzadeh', 'Stefano Sarao Mannelli']",2020-06-25T12:19:09Z,https://arxiv.org/abs/2007.13483v2
COVID-19 Knowledge Graph: Accelerating Information Retrieval and Discovery for Scientific Literature,"['Colby Wise', 'Vassilis N. Ioannidis', 'Miguel Romero Calvo', 'Xiang Song', 'George Price', 'Ninad Kulkarni', 'Ryan Brand', 'Parminder Bhatia', 'George Karypis']",2020-07-24T18:29:43Z,https://arxiv.org/abs/2007.12731v1
Score-Based Explanations in Data Management and Machine Learning,['Leopoldo Bertossi'],2020-07-24T23:13:27Z,https://arxiv.org/abs/2007.12799v2
Noisy Agents: Self-supervised Exploration by Predicting Auditory Events,"['Chuang Gan', 'Xiaoyu Chen', 'Phillip Isola', 'Antonio Torralba', 'Joshua B. Tenenbaum']",2020-07-27T17:59:08Z,https://arxiv.org/abs/2007.13729v1
Formal Fields: A Framework to Automate Code Generation Across Domains,['Jacques Basaldúa'],2020-07-28T09:06:01Z,https://arxiv.org/abs/2007.14075v1
PyKEEN 1.0: A Python Library for Training and Evaluating Knowledge Graph Embeddings,"['Mehdi Ali', 'Max Berrendorf', 'Charles Tapley Hoyt', 'Laurent Vermue', 'Sahand Sharifzadeh', 'Volker Tresp', 'Jens Lehmann']",2020-07-28T12:54:28Z,https://arxiv.org/abs/2007.14175v2
Approximating Euclidean by Imprecise Markov Decision Processes,"['Manfred Jaeger', 'Giorgio Bacci', 'Giovanni Bacci', 'Kim Guldstrand Larsen', 'Peter Gjøl Jensen']",2020-06-26T11:58:04Z,https://arxiv.org/abs/2006.14923v1
Intrinsic Reward Driven Imitation Learning via Generative Model,"['Xingrui Yu', 'Yueming Lyu', 'Ivor W. Tsang']",2020-06-26T15:39:40Z,https://arxiv.org/abs/2006.15061v4
Non-parametric Models for Non-negative Functions,"['Ulysse Marteau-Ferey', 'Francis Bach', 'Alessandro Rudi']",2020-07-08T07:17:28Z,https://arxiv.org/abs/2007.03926v1
Responsive Safety in Reinforcement Learning by PID Lagrangian Methods,"['Adam Stooke', 'Joshua Achiam', 'Pieter Abbeel']",2020-07-08T08:43:14Z,https://arxiv.org/abs/2007.03964v1
An Efficient Data Imputation Technique for Human Activity Recognition,"['Ivan Miguel Pires', 'Faisal Hussain', 'Nuno M. Garcia', 'Eftim Zdravevski']",2020-07-08T22:05:38Z,https://arxiv.org/abs/2007.04456v1
Resolving Head-On Conflicts for Multi-Agent Path Finding with Conflict-Based Search,['Lun Yang'],2020-07-07T15:52:45Z,https://arxiv.org/abs/2007.03575v1
Projection Mapping Implementation: Enabling Direct Externalization of Perception Results and Action Intent to Improve Robot Explainability,"['Zhao Han', 'Alexander Wilkinson', 'Jenna Parrillo', 'Jordan Allspaw', 'Holly A. Yanco']",2020-10-05T18:16:20Z,https://arxiv.org/abs/2010.02263v3
Learning Binary Semantic Embedding for Histology Image Classification and Retrieval,"['Xiao Kang', 'Xingbo Liu', 'Xiushan Nie', 'Yilong Yin']",2020-10-07T08:36:44Z,https://arxiv.org/abs/2010.03266v1
Predictive Capability Maturity Quantification using Bayesian Network,"['Linyu Lin', 'Nam Dinh']",2020-08-31T17:09:09Z,https://arxiv.org/abs/2010.03373v1
Integrating Intrinsic and Extrinsic Explainability: The Relevance of Understanding Neural Networks for Human-Robot Interaction,"['Tom Weber', 'Stefan Wermter']",2020-10-09T14:28:48Z,https://arxiv.org/abs/2010.04602v1
High-Order Relation Construction and Mining for Graph Matching,"['Hui Xu', 'Liyao Xiang', 'Youmin Le', 'Xiaoying Gan', 'Yuting Jia', 'Luoyi Fu', 'Xinbing Wang']",2020-10-09T03:30:02Z,https://arxiv.org/abs/2010.04348v1
Evaluating and Characterizing Human Rationales,"['Samuel Carton', 'Anirudh Rathore', 'Chenhao Tan']",2020-10-09T18:00:04Z,https://arxiv.org/abs/2010.04736v1
Characterizing Policy Divergence for Personalized Meta-Reinforcement Learning,['Michael Zhang'],2020-10-09T21:31:53Z,https://arxiv.org/abs/2010.04816v1
On Task-Level Dialogue Composition of Generative Transformer Model,"['Prasanna Parthasarathi', 'Arvind Neelakantan', 'Sharan Narang']",2020-10-09T22:10:03Z,https://arxiv.org/abs/2010.04826v1
Towards Self-Regulating AI: Challenges and Opportunities of AI Model Governance in Financial Services,"['Eren Kurshan', 'Hongda Shen', 'Jiahao Chen']",2020-10-09T22:12:22Z,https://arxiv.org/abs/2010.04827v1
Paying down metadata debt: learning the representation of concepts using topic models,"['Jiahao Chen', 'Manuela Veloso']",2020-10-09T22:42:38Z,https://arxiv.org/abs/2010.04836v1
Association rules over time,"['Iztok Fister', 'Iztok Fister']",2020-10-08T08:31:34Z,https://arxiv.org/abs/2010.03834v1
Learning Intrinsic Symbolic Rewards in Reinforcement Learning,"['Hassam Sheikh', 'Shauharda Khadka', 'Santiago Miret', 'Somdeb Majumdar']",2020-10-08T00:02:46Z,https://arxiv.org/abs/2010.03694v2
Sequential Changepoint Detection in Neural Networks with Checkpoints,"['Michalis K. Titsias', 'Jakub Sygnowski', 'Yutian Chen']",2020-10-06T21:49:54Z,https://arxiv.org/abs/2010.03053v1
Distributional Reinforcement Learning for mmWave Communications with Intelligent Reflectors on a UAV,"['Qianqian Zhang', 'Walid Saad', 'Mehdi Bennis']",2020-11-03T16:50:37Z,https://arxiv.org/abs/2011.01840v1
Adapting Pretrained Transformer to Lattices for Spoken Language Understanding,"['Chao-Wei Huang', 'Yun-Nung Chen']",2020-11-02T07:14:34Z,https://arxiv.org/abs/2011.00780v1
Reinforcement Learning with Efficient Active Feature Acquisition,"['Haiyan Yin', 'Yingzhen Li', 'Sinno Jialin Pan', 'Cheng Zhang', 'Sebastian Tschiatschek']",2020-11-02T08:46:27Z,https://arxiv.org/abs/2011.00825v1
An End-to-End ML System for Personalized Conversational Voice Models in Walmart E-Commerce,"['Rahul Radhakrishnan Iyer', 'Praveenkumar Kanumala', 'Stephen Guo', 'Kannan Achan']",2020-11-02T10:14:55Z,https://arxiv.org/abs/2011.00866v1
Adversarial Self-Supervised Scene Flow Estimation,"['Victor Zuanazzi', 'Joris van Vugt', 'Olaf Booij', 'Pascal Mettes']",2020-11-01T16:37:37Z,https://arxiv.org/abs/2011.00551v1
Optimal Policies for the Homogeneous Selective Labels Problem,['Dennis Wei'],2020-11-02T23:32:53Z,https://arxiv.org/abs/2011.01381v1
Kernel Two-Dimensional Ridge Regression for Subspace Clustering,"['Chong Peng', 'Qian Zhang', 'Zhao Kang', 'Chenglizhao Chen', 'Qiang Cheng']",2020-11-03T04:52:46Z,https://arxiv.org/abs/2011.01477v1
NSF Convergence Approach to Transition Basic Research into Practice,"['Shelby Smith', 'Chaitanya Baru']",2020-11-02T19:00:22Z,https://arxiv.org/abs/2011.01251v1
Useful Policy Invariant Shaping from Arbitrary Advice,"['Paniz Behboudian', 'Yash Satsangi', 'Matthew E. Taylor', 'Anna Harutyunyan', 'Michael Bowling']",2020-11-02T20:29:09Z,https://arxiv.org/abs/2011.01297v1
Evaluation of Siamese Networks for Semantic Code Search,"['Raunak Sinha', 'Utkarsh Desai', 'Srikanth Tamilselvam', 'Senthil Mani']",2020-10-12T06:07:39Z,https://arxiv.org/abs/2011.01043v1
Exploring Question-Specific Rewards for Generating Deep Questions,"['Yuxi Xie', 'Liangming Pan', 'Dongzhe Wang', 'Min-Yen Kan', 'Yansong Feng']",2020-11-02T16:37:30Z,https://arxiv.org/abs/2011.01102v1
DL-Reg: A Deep Learning Regularization Technique using Linear Regression,"['Maryam Dialameh', 'Ali Hamzeh', 'Hossein Rahmani']",2020-10-31T21:53:24Z,https://arxiv.org/abs/2011.00368v2
An approach to measure route quality and refine the route during the voyage using characteristic coefficients,"['Ivan Yanchin', 'Oleg Petrov']",2020-11-03T10:26:01Z,https://arxiv.org/abs/2011.01607v1
"ControlVAE: Tuning, Analytical Properties, and Performance Analysis","['Huajie Shao', 'Zhisheng Xiao', 'Shuochao Yao', 'Aston Zhang', 'Shengzhong Liu', 'Tarek Abdelzaher']",2020-10-31T12:32:39Z,https://arxiv.org/abs/2011.01754v1
Dynamic Value Estimation for Single-Task Multi-Scene Reinforcement Learning,"['Jaskirat Singh', 'Liang Zheng']",2020-05-25T17:56:08Z,https://arxiv.org/abs/2005.12254v1
Efficient Use of heuristics for accelerating XCS-based Policy Learning in Markov Games,"['Hao Chen', 'Chang Wang', 'Jian Huang', 'Jianxing Gong']",2020-05-26T07:47:27Z,https://arxiv.org/abs/2005.12553v1
Decisions and Performance Under Bounded Rationality: A Computational Benchmarking Approach,"['Dainis Zegners', 'Uwe Sunde', 'Anthony Strittmatter']",2020-05-26T11:39:39Z,https://arxiv.org/abs/2005.12638v2
Experimental evaluation of quantum Bayesian networks on IBM QX hardware,"['Sima E. Borujeni', 'Nam H. Nguyen', 'Saideep Nannapaneni', 'Elizabeth C. Behrman', 'James E. Steck']",2020-05-26T01:25:39Z,https://arxiv.org/abs/2005.12474v1
Multi-agent model for risk prediction in surgery,"['Bruno Perez', 'Julien Henriet', 'Christophe Lang', 'Laurent Philippe']",2020-05-21T15:45:27Z,https://arxiv.org/abs/2005.10738v2
Hidden Markov Models and their Application for Predicting Failure Events,"['Paul Hofmann', 'Zaid Tashman']",2020-05-20T11:30:16Z,https://arxiv.org/abs/2005.09971v1
Egocentric Object Manipulation Graphs,"['Eadom Dessalene', 'Michael Maynord', 'Chinmaya Devaraj', 'Cornelia Fermuller', 'Yiannis Aloimonos']",2020-06-05T02:03:25Z,https://arxiv.org/abs/2006.03201v1
Analyzing Differentiable Fuzzy Implications,"['Emile van Krieken', 'Erman Acar', 'Frank van Harmelen']",2020-06-04T15:34:37Z,https://arxiv.org/abs/2006.03472v1
Causality and Batch Reinforcement Learning: Complementary Approaches To Planning In Unknown Domains,"['James Bannon', 'Brad Windsor', 'Wenbo Song', 'Tao Li']",2020-06-03T23:14:14Z,https://arxiv.org/abs/2006.02579v1
Every Action Based Sensor,"['Grace McFassel', 'Dylan A. Shell']",2020-06-07T00:30:54Z,https://arxiv.org/abs/2006.04003v1
Towards Scalable Bayesian Learning of Causal DAGs,"['Jussi Viinikka', 'Antti Hyttinen', 'Johan Pensar', 'Mikko Koivisto']",2020-09-30T08:46:46Z,https://arxiv.org/abs/2010.00684v2
A Novel Actor Dual-Critic Model for Remote Sensing Image Captioning,"['Ruchika Chavhan', 'Biplab Banerjee', 'Xiao Xiang Zhu', 'Subhasis Chaudhuri']",2020-10-05T13:35:02Z,https://arxiv.org/abs/2010.01999v1
How important are faces for person re-identification?,"['Julia Dietlmeier', 'Joseph Antony', 'Kevin McGuinness', ""Noel E. O'Connor""]",2020-10-13T11:47:16Z,https://arxiv.org/abs/2010.06307v1
Improving Self-supervised Pre-training via a Fully-Explored Masked Language Model,"['Mingzhi Zheng', 'Dinghan Shen', 'Yelong Shen', 'Weizhu Chen', 'Lin Xiao']",2020-10-12T21:28:14Z,https://arxiv.org/abs/2010.06040v2
Modeling Human Temporal Uncertainty in Human-Agent Teams,"['Maya Abo Dominguez', 'William La', 'James C. Boerkoel']",2020-10-09T23:43:59Z,https://arxiv.org/abs/2010.04849v1
Remarks on Optimal Scores for Speaker Recognition,['Dong Wang'],2020-10-10T01:28:24Z,https://arxiv.org/abs/2010.04862v2
Helpfulness as a Key Metric of Human-Robot Collaboration,"['Richard G. Freedman', 'Steven J. Levine', 'Brian C. Williams', 'Shlomo Zilberstein']",2020-10-10T06:00:36Z,https://arxiv.org/abs/2010.04914v1
Cue-word Driven Neural Response Generation with a Shrinking Vocabulary,"['Qiansheng Wang', 'Yuxin Liu', 'Chengguo Lv', 'Zhen Wang', 'Guohong Fu']",2020-10-10T07:13:32Z,https://arxiv.org/abs/2010.04927v1
Image Generation With Neural Cellular Automatas,"['Mingxiang Chen', 'Zhecheng Wang']",2020-10-10T08:52:52Z,https://arxiv.org/abs/2010.04949v2
Using Type Information to Improve Entity Coreference Resolution,"['Sopan Khosla', 'Carolyn Rose']",2020-10-12T14:32:39Z,https://arxiv.org/abs/2010.05738v1
On Feature Selection Using Anisotropic General Regression Neural Network,"['Federico Amato', 'Fabian Guignard', 'Philippe Jacquet', 'Mikhail Kanevski']",2020-10-12T14:35:40Z,https://arxiv.org/abs/2010.05744v1
AttendLight: Universal Attention-Based Reinforcement Learning Model for Traffic Signal Control,"['Afshin Oroojlooy', 'Mohammadreza Nazari', 'Davood Hajinezhad', 'Jorge Silva']",2020-10-12T15:07:57Z,https://arxiv.org/abs/2010.05772v1
Connecting the Dots Between Fact Verification and Fake News Detection,"['Qifei Li', 'Wangchunshu Zhou']",2020-10-11T09:28:52Z,https://arxiv.org/abs/2010.05202v1
Automatic Chronic Degenerative Diseases Identification Using Enteric Nervous System Images,"['Gustavo Z. Felipe', 'Jacqueline N. Zanoni', 'Camila C. Sehaber-Sierakowski', 'Gleison D. P. Bossolani', 'Sara R. G. Souza', 'Franklin C. Flores', 'Luiz E. S. Oliveira', 'Rodolfo M. Pereira', 'Yandre M. G. Costa']",2020-10-31T01:04:46Z,https://arxiv.org/abs/2011.00160v1
Differentially Private ADMM Algorithms for Machine Learning,"['Tao Xu', 'Fanhua Shang', 'Yuanyuan Liu', 'Hongying Liu', 'Longjie Shen', 'Maoguo Gong']",2020-10-31T01:37:24Z,https://arxiv.org/abs/2011.00164v1
